class,rdf2vec_tag
insect,<http://dbpedia.org/resource/Deltophora_duplicata>
fish,<http://dbpedia.org/resource/Protacanthopterygii>
mammal,<http://dbpedia.org/resource/Bibimys>
bird,<http://dbpedia.org/resource/White-browed_babbler>
amphibian,<http://dbpedia.org/resource/Callulops_sagittatus>
fish,<http://dbpedia.org/resource/Gnatholepis>
invertebrate,<http://dbpedia.org/resource/Enoplometopus_antillensis>
amphibian,<http://dbpedia.org/resource/Pseudoeurycea>
insect,<http://dbpedia.org/resource/Cephalotes_resinae>
fish,<http://dbpedia.org/resource/Blackspotted_hawkfish>
bird,<http://dbpedia.org/resource/Gnateater>
fish,<http://dbpedia.org/resource/Sebastes_goodei>
mammal,<http://dbpedia.org/resource/Townsend's_mole>
bird,<http://dbpedia.org/resource/Correndera_pipit>
insect,<http://dbpedia.org/resource/Celithemis_fasciata>
fish,<http://dbpedia.org/resource/Gymnothorax_phasmatodes>
mammal,<http://dbpedia.org/resource/Australopithecus_deyiremeda>
bird,<http://dbpedia.org/resource/Squacco_heron>
bird,<http://dbpedia.org/resource/Blue-winged_teal>
fish,<http://dbpedia.org/resource/Peckoltia_multispinis>
bird,<http://dbpedia.org/resource/Short-billed_leaftosser>
fish,<http://dbpedia.org/resource/Wallago_maculatus>
insect,<http://dbpedia.org/resource/Paduka_(butterfly)>
insect,<http://dbpedia.org/resource/Coleophora_campella>
reptile,<http://dbpedia.org/resource/Agaminae>
insect,<http://dbpedia.org/resource/Polyctenidae>
mammal,<http://dbpedia.org/resource/Fiery_spiny_mouse>
invertebrate,<http://dbpedia.org/resource/Lirceus>
fish,<http://dbpedia.org/resource/Gymnothorax_sagenodeta>
reptile,<http://dbpedia.org/resource/Rhinotyphlops_lalandei>
fish,<http://dbpedia.org/resource/Samariscus>
amphibian,<http://dbpedia.org/resource/Hyperolius_diaphanus>
bird,<http://dbpedia.org/resource/Crocias>
reptile,<http://dbpedia.org/resource/Lygosoma_ashwamedhi>
insect,<http://dbpedia.org/resource/Amydria_pauculella>
invertebrate,<http://dbpedia.org/resource/Chilelopsis_serena>
fish,<http://dbpedia.org/resource/Cynoglossus_canariensis>
insect,<http://dbpedia.org/resource/Tridrepana_unispina>
mammal,<http://dbpedia.org/resource/Bare-tailed_armored_tree-rat>
bird,<http://dbpedia.org/resource/Long-legged_buzzard>
fish,<http://dbpedia.org/resource/Sturisomatichthys>
invertebrate,<http://dbpedia.org/resource/Thysanopoda>
amphibian,<http://dbpedia.org/resource/Northern_leopard_frog>
bird,<http://dbpedia.org/resource/Red-billed_partridge>
amphibian,<http://dbpedia.org/resource/Philautus_acutirostris>
reptile,<http://dbpedia.org/resource/Hemitheconyx>
insect,<http://dbpedia.org/resource/Blastobasis_custodis>
fish,<http://dbpedia.org/resource/Frail_gourami>
reptile,<http://dbpedia.org/resource/Araripesaurus>
fish,<http://dbpedia.org/resource/Bluefin_trevally>
fish,<http://dbpedia.org/resource/Zenopsis>
bird,<http://dbpedia.org/resource/Beck's_petrel>
invertebrate,<http://dbpedia.org/resource/Paractaea>
fish,<http://dbpedia.org/resource/Neuburgella>
invertebrate,<http://dbpedia.org/resource/Teredina>
insect,<http://dbpedia.org/resource/Bothriomyrmex_regicidus>
invertebrate,<http://dbpedia.org/resource/Johngarthia_lagostoma>
amphibian,<http://dbpedia.org/resource/Heterixalus>
insect,<http://dbpedia.org/resource/Hellinsia_habecki>
fish,<http://dbpedia.org/resource/Kanawha_minnow>
reptile,<http://dbpedia.org/resource/Auroraceratops>
fish,<http://dbpedia.org/resource/Bluespotted_tuskfish>
invertebrate,<http://dbpedia.org/resource/Amblyseius_tsugawai>
fish,<http://dbpedia.org/resource/Percoidei>
mammal,<http://dbpedia.org/resource/Megacerops>
reptile,<http://dbpedia.org/resource/Pachydactylus_rangei>
fish,<http://dbpedia.org/resource/Gourami>
invertebrate,<http://dbpedia.org/resource/Reticulolaelaps>
amphibian,<http://dbpedia.org/resource/Cave_splayfoot_salamander>
amphibian,<http://dbpedia.org/resource/Rhacophorus_verrucopus>
reptile,<http://dbpedia.org/resource/Scincella_sikimensis>
fish,<http://dbpedia.org/resource/Ghost_catshark>
fish,<http://dbpedia.org/resource/Cirripectes_castaneus>
amphibian,<http://dbpedia.org/resource/Levant_water_frog>
fish,<http://dbpedia.org/resource/Hiodon_tergisus>
mammal,<http://dbpedia.org/resource/Spinner_dolphin>
reptile,<http://dbpedia.org/resource/Rioarribasuchus>
bird,<http://dbpedia.org/resource/Yellow-fronted_canary>
insect,<http://dbpedia.org/resource/Manduca_corallina>
invertebrate,<http://dbpedia.org/resource/Arrhenoseius>
amphibian,<http://dbpedia.org/resource/Cycloramphus_izecksohni>
fish,<http://dbpedia.org/resource/Giant_stargazer>
bird,<http://dbpedia.org/resource/Johannes's_tody-tyrant>
mammal,<http://dbpedia.org/resource/Eporeodon>
mammal,<http://dbpedia.org/resource/Stenomerus>
fish,<http://dbpedia.org/resource/Rhynchodoras>
insect,<http://dbpedia.org/resource/Dischalis>
reptile,<http://dbpedia.org/resource/Gold_tegu>
mammal,<http://dbpedia.org/resource/Glyptodon>
fish,<http://dbpedia.org/resource/Pomacentrus_coelestis>
insect,<http://dbpedia.org/resource/Malacopterus>
fish,<http://dbpedia.org/resource/Garra_geba>
bird,<http://dbpedia.org/resource/Straight-billed_woodcreeper>
fish,<http://dbpedia.org/resource/Tryssogobius>
fish,<http://dbpedia.org/resource/Australian_stinkfish>
reptile,<http://dbpedia.org/resource/Saint_Lucia_lancehead>
reptile,<http://dbpedia.org/resource/Ptyodactylus>
amphibian,<http://dbpedia.org/resource/Pseudopaludicola_canga>
insect,<http://dbpedia.org/resource/Eupithecia_elbursiata>
invertebrate,<http://dbpedia.org/resource/Stylocheiron>
mammal,<http://dbpedia.org/resource/Northern_hopping_mouse>
fish,<http://dbpedia.org/resource/Archamia_bleekeri>
amphibian,<http://dbpedia.org/resource/Pseudoeurycea_goebeli>
reptile,<http://dbpedia.org/resource/Three-striped_roofed_turtle>
fish,<http://dbpedia.org/resource/Narrowhead_catshark>
bird,<http://dbpedia.org/resource/Hatutu_Marquesan_warbler>
bird,<http://dbpedia.org/resource/Sittella>
invertebrate,<http://dbpedia.org/resource/Ecuadorian_hermit_crab>
fish,<http://dbpedia.org/resource/Heniochus_pleurotaenia>
mammal,<http://dbpedia.org/resource/Scelidodon>
fish,<http://dbpedia.org/resource/Golden_gregory>
amphibian,<http://dbpedia.org/resource/Hyperolius_lamottei>
bird,<http://dbpedia.org/resource/Pheasant>
reptile,<http://dbpedia.org/resource/Liasis_mackloti_savuensis>
bird,<http://dbpedia.org/resource/Bare-necked_umbrellabird>
insect,<http://dbpedia.org/resource/Acleris_dryochyta>
bird,<http://dbpedia.org/resource/Scopoli's_shearwater>
bird,<http://dbpedia.org/resource/Spotted_shag>
fish,<http://dbpedia.org/resource/Chionodraco_rastrospinosus>
reptile,<http://dbpedia.org/resource/Asian_box_turtle>
bird,<http://dbpedia.org/resource/Black-capped_flycatcher>
fish,<http://dbpedia.org/resource/Hozukius>
insect,<http://dbpedia.org/resource/Glyphodes_convolvulalis>
invertebrate,<http://dbpedia.org/resource/Nemastomatidae>
bird,<http://dbpedia.org/resource/Guadalupe_murrelet>
insect,<http://dbpedia.org/resource/Leskia_aurea>
reptile,<http://dbpedia.org/resource/Haemodracon>
insect,<http://dbpedia.org/resource/Eponina_breyeri>
invertebrate,<http://dbpedia.org/resource/Dilophiocara>
mammal,<http://dbpedia.org/resource/Huarizo>
invertebrate,<http://dbpedia.org/resource/Lutraria_oblonga>
bird,<http://dbpedia.org/resource/Double-banded_sandgrouse>
mammal,<http://dbpedia.org/resource/Angolan_genet>
fish,<http://dbpedia.org/resource/Short-tail_stingray>
insect,<http://dbpedia.org/resource/Trichopteryx_fastuosa>
fish,<http://dbpedia.org/resource/Cutlassfish>
fish,<http://dbpedia.org/resource/Protemblemaria_punctata>
invertebrate,<http://dbpedia.org/resource/Calvactaea>
bird,<http://dbpedia.org/resource/Brown-capped_rosy_finch>
mammal,<http://dbpedia.org/resource/Batomys>
bird,<http://dbpedia.org/resource/Saddleback_(bird)>
insect,<http://dbpedia.org/resource/Faeculoides_leucopis>
invertebrate,<http://dbpedia.org/resource/Menippe_(genus)>
bird,<http://dbpedia.org/resource/Variable_oriole>
bird,<http://dbpedia.org/resource/Yellow-throated_woodpecker>
reptile,<http://dbpedia.org/resource/Abbott's_crested_lizard>
bird,<http://dbpedia.org/resource/Common_blackbird>
reptile,<http://dbpedia.org/resource/Chalcides_lanzai>
fish,<http://dbpedia.org/resource/Rhinomugil>
insect,<http://dbpedia.org/resource/Carbia_moderescens>
fish,<http://dbpedia.org/resource/Eleutherochir>
bird,<http://dbpedia.org/resource/Black-headed_ibis>
invertebrate,<http://dbpedia.org/resource/Spondylus_cruentus>
invertebrate,<http://dbpedia.org/resource/Saccostrea_cucullata>
mammal,<http://dbpedia.org/resource/Greater_stripe-backed_shrew>
mammal,<http://dbpedia.org/resource/Narrow-winged_pipistrelle>
mammal,<http://dbpedia.org/resource/Palorchestidae>
bird,<http://dbpedia.org/resource/Snethlage's_antpitta>
fish,<http://dbpedia.org/resource/Naso_lopezi>
fish,<http://dbpedia.org/resource/Schistura_tigrina>
insect,<http://dbpedia.org/resource/Ornarantia_ophiodesma>
invertebrate,<http://dbpedia.org/resource/Titanattus>
mammal,<http://dbpedia.org/resource/Pseudochirulus>
insect,<http://dbpedia.org/resource/Stenamma>
insect,<http://dbpedia.org/resource/Eupithecia_asempiterna>
bird,<http://dbpedia.org/resource/Lathrotriccus>
bird,<http://dbpedia.org/resource/Coccyzidae>
fish,<http://dbpedia.org/resource/Smallscale_archerfish>
fish,<http://dbpedia.org/resource/Grammistes_sexlineatus>
bird,<http://dbpedia.org/resource/Heuglin's_francolin>
mammal,<http://dbpedia.org/resource/Marsh_mongoose>
insect,<http://dbpedia.org/resource/Eclipta_ruficollis>
insect,<http://dbpedia.org/resource/Cypa_terranea>
mammal,<http://dbpedia.org/resource/Angel_Island_mouse>
bird,<http://dbpedia.org/resource/South_Hills_crossbill>
bird,<http://dbpedia.org/resource/Sooty_shrikethrush>
bird,<http://dbpedia.org/resource/White-naped_jay>
insect,<http://dbpedia.org/resource/California_tortoiseshell>
insect,<http://dbpedia.org/resource/Brachymyrmex>
fish,<http://dbpedia.org/resource/Spinner_shark>
invertebrate,<http://dbpedia.org/resource/Parorchestia_tenuis>
fish,<http://dbpedia.org/resource/Brighteye_darter>
bird,<http://dbpedia.org/resource/Golden-rumped_euphonia>
insect,<http://dbpedia.org/resource/Acronicta_funeralis>
invertebrate,<http://dbpedia.org/resource/Austrophthiracarus>
amphibian,<http://dbpedia.org/resource/Oligosemia>
insect,<http://dbpedia.org/resource/Manicomyia>
mammal,<http://dbpedia.org/resource/Forrest's_rock_squirrel>
bird,<http://dbpedia.org/resource/Plain-capped_starthroat>
invertebrate,<http://dbpedia.org/resource/Ozius_truncatus>
reptile,<http://dbpedia.org/resource/Common_Ameiva>
bird,<http://dbpedia.org/resource/Rufous_treepie>
mammal,<http://dbpedia.org/resource/Thomas's_rope_squirrel>
mammal,<http://dbpedia.org/resource/Calomyscus_elburzensis>
fish,<http://dbpedia.org/resource/Alloblennius_frondiculus>
invertebrate,<http://dbpedia.org/resource/Leuconidae>
invertebrate,<http://dbpedia.org/resource/Albunea_carabus>
invertebrate,<http://dbpedia.org/resource/Aquadulcaris_pheronyx>
amphibian,<http://dbpedia.org/resource/Pedostibes_maculatus>
fish,<http://dbpedia.org/resource/Ocellated_electric_ray>
invertebrate,<http://dbpedia.org/resource/Fuentes_(spider)>
invertebrate,<http://dbpedia.org/resource/Zygoballus_iridescens>
insect,<http://dbpedia.org/resource/Diactora>
amphibian,<http://dbpedia.org/resource/Hyperolius_adspersus>
mammal,<http://dbpedia.org/resource/Sage's_rock_rat>
reptile,<http://dbpedia.org/resource/Seychelles_house_snake>
invertebrate,<http://dbpedia.org/resource/Gagrellina>
mammal,<http://dbpedia.org/resource/Felis_lunensis>
insect,<http://dbpedia.org/resource/Coleophora_pulmonariella>
bird,<http://dbpedia.org/resource/Mistle_thrush>
fish,<http://dbpedia.org/resource/Ophioblennius_macclurei>
insect,<http://dbpedia.org/resource/Isotenes>
mammal,<http://dbpedia.org/resource/Myotis_macropus>
insect,<http://dbpedia.org/resource/Agrotis_ipsilon>
bird,<http://dbpedia.org/resource/Manorina>
bird,<http://dbpedia.org/resource/Kingbird>
fish,<http://dbpedia.org/resource/Acentronichthys_leptos>
invertebrate,<http://dbpedia.org/resource/Zodarion_isabellinum>
fish,<http://dbpedia.org/resource/Nimbochromis>
bird,<http://dbpedia.org/resource/Cape_rockjumper>
fish,<http://dbpedia.org/resource/Schelly>
bird,<http://dbpedia.org/resource/Myrmeciza>
invertebrate,<http://dbpedia.org/resource/Ungulinidae>
invertebrate,<http://dbpedia.org/resource/Zodarion_minutum>
insect,<http://dbpedia.org/resource/Gymnobathra_calliploca>
fish,<http://dbpedia.org/resource/Merodoras>
fish,<http://dbpedia.org/resource/Sandyback_stingaree>
reptile,<http://dbpedia.org/resource/Bezy's_night_lizard>
mammal,<http://dbpedia.org/resource/Borophagus_dudleyi>
bird,<http://dbpedia.org/resource/Abbott's_booby>
invertebrate,<http://dbpedia.org/resource/Grapsidae>
invertebrate,<http://dbpedia.org/resource/Solen_(bivalve)>
reptile,<http://dbpedia.org/resource/Banded-toed_gecko>
reptile,<http://dbpedia.org/resource/Amblyodipsas_rodhaini>
bird,<http://dbpedia.org/resource/Ring-necked_dove>
reptile,<http://dbpedia.org/resource/Lachesis_melanocephala>
fish,<http://dbpedia.org/resource/Chetia>
mammal,<http://dbpedia.org/resource/Protomarctus>
reptile,<http://dbpedia.org/resource/Luperosuchus>
fish,<http://dbpedia.org/resource/Deepsea_pigfish>
insect,<http://dbpedia.org/resource/Bradina_stricta>
insect,<http://dbpedia.org/resource/Ornarantia_laciniosella>
invertebrate,<http://dbpedia.org/resource/Acanthocardia_aculeata>
insect,<http://dbpedia.org/resource/Pseudopharus_gibeauxi>
insect,<http://dbpedia.org/resource/Battus_eracon>
insect,<http://dbpedia.org/resource/Patania_paleacalis>
invertebrate,<http://dbpedia.org/resource/Scyllarus_arctus>
invertebrate,<http://dbpedia.org/resource/Achaeus_(genus)>
fish,<http://dbpedia.org/resource/Galeichthys_feliceps>
insect,<http://dbpedia.org/resource/Sphecodina_abbottii>
mammal,<http://dbpedia.org/resource/Egyptian_pygmy_shrew>
mammal,<http://dbpedia.org/resource/Mondolfi's_four-eyed_opossum>
insect,<http://dbpedia.org/resource/Choreutis_vinosa>
mammal,<http://dbpedia.org/resource/False_canyon_mouse>
bird,<http://dbpedia.org/resource/Slaty-backed_hemispingus>
reptile,<http://dbpedia.org/resource/Crotalus_willardi_obscurus>
invertebrate,<http://dbpedia.org/resource/Musculus_lateralis>
fish,<http://dbpedia.org/resource/Madagascar_skate>
insect,<http://dbpedia.org/resource/Acronicta_tritona>
invertebrate,<http://dbpedia.org/resource/Moritschus>
insect,<http://dbpedia.org/resource/Epiphyas_haematodes>
reptile,<http://dbpedia.org/resource/South_Andaman_krait>
insect,<http://dbpedia.org/resource/Papuadessus>
insect,<http://dbpedia.org/resource/Strumigenys_liukueiensis>
fish,<http://dbpedia.org/resource/Hara_hara>
bird,<http://dbpedia.org/resource/White-winged_potoo>
insect,<http://dbpedia.org/resource/Rhinoprora>
bird,<http://dbpedia.org/resource/Worm-eating_warbler>
bird,<http://dbpedia.org/resource/White-sided_flowerpiercer>
mammal,<http://dbpedia.org/resource/Gray-shanked_douc>
fish,<http://dbpedia.org/resource/Peckoltia_brevis>
mammal,<http://dbpedia.org/resource/Colombian_spider_monkey>
bird,<http://dbpedia.org/resource/Blyth's_pipit>
insect,<http://dbpedia.org/resource/Doridostoma>
insect,<http://dbpedia.org/resource/Pebobs_ipomoeae>
mammal,<http://dbpedia.org/resource/Peters'_dwarf_epauletted_fruit_bat>
fish,<http://dbpedia.org/resource/Flindersicthys>
invertebrate,<http://dbpedia.org/resource/Dorphinaxius>
fish,<http://dbpedia.org/resource/Lissonanchus_lusheri>
bird,<http://dbpedia.org/resource/Eurasian_blue_tit>
invertebrate,<http://dbpedia.org/resource/Astropecten_aranciacus>
reptile,<http://dbpedia.org/resource/Siluosaurus>
bird,<http://dbpedia.org/resource/Red-backed_fairywren>
fish,<http://dbpedia.org/resource/Striped_weever>
bird,<http://dbpedia.org/resource/Rufous-backed_sibia>
bird,<http://dbpedia.org/resource/‘Ōma’o>
mammal,<http://dbpedia.org/resource/Small_Japanese_field_mouse>
invertebrate,<http://dbpedia.org/resource/Citharacanthus_livingstoni>
fish,<http://dbpedia.org/resource/Tentacled_dragonet>
fish,<http://dbpedia.org/resource/Obliquogobius>
fish,<http://dbpedia.org/resource/Sueviota>
mammal,<http://dbpedia.org/resource/Propalaeotherium>
mammal,<http://dbpedia.org/resource/Nephelomys_keaysi>
fish,<http://dbpedia.org/resource/Valenciennea_puellaris>
mammal,<http://dbpedia.org/resource/Merida_small-eared_shrew>
mammal,<http://dbpedia.org/resource/Big-eared_brown_bat>
insect,<http://dbpedia.org/resource/Gunda>
fish,<http://dbpedia.org/resource/Empetrichthys>
fish,<http://dbpedia.org/resource/Anabarilius_alburnops>
invertebrate,<http://dbpedia.org/resource/Cyrtophora_citricola>
fish,<http://dbpedia.org/resource/Shokihaze_goby>
invertebrate,<http://dbpedia.org/resource/Squilla_empusa>
fish,<http://dbpedia.org/resource/Barbus_kamolondoensis>
bird,<http://dbpedia.org/resource/Anthipes>
invertebrate,<http://dbpedia.org/resource/Tityus_pococki>
mammal,<http://dbpedia.org/resource/Chinese_hare>
reptile,<http://dbpedia.org/resource/Bonitasaura>
bird,<http://dbpedia.org/resource/Eastern_parotia>
mammal,<http://dbpedia.org/resource/Synthetoceratinae>
bird,<http://dbpedia.org/resource/Cotinga>
fish,<http://dbpedia.org/resource/Garra_imberbis>
insect,<http://dbpedia.org/resource/Diaphania_morosalis>
invertebrate,<http://dbpedia.org/resource/Sitticus_distinguendus>
bird,<http://dbpedia.org/resource/Grey_hypocolius>
amphibian,<http://dbpedia.org/resource/Kassina_maculata>
fish,<http://dbpedia.org/resource/Hexanchus_collinsonae>
reptile,<http://dbpedia.org/resource/Northern_redbelly_snake>
invertebrate,<http://dbpedia.org/resource/Gammarus_roeseli>
mammal,<http://dbpedia.org/resource/Brooke's_duiker>
fish,<http://dbpedia.org/resource/Ide_(fish)>
invertebrate,<http://dbpedia.org/resource/Erymidae>
mammal,<http://dbpedia.org/resource/Chulsanbaatar>
insect,<http://dbpedia.org/resource/Aphomia_distictella>
mammal,<http://dbpedia.org/resource/Silvaroo>
mammal,<http://dbpedia.org/resource/Borophagus_orc>
mammal,<http://dbpedia.org/resource/Protylopus>
amphibian,<http://dbpedia.org/resource/Davies'_tree_frog>
bird,<http://dbpedia.org/resource/Rock_wren>
insect,<http://dbpedia.org/resource/Dolichoderus_balticus>
bird,<http://dbpedia.org/resource/Blue-chinned_sapphire>
insect,<http://dbpedia.org/resource/Planodema>
invertebrate,<http://dbpedia.org/resource/Syleus>
reptile,<http://dbpedia.org/resource/Typhlops_zenkeri>
invertebrate,<http://dbpedia.org/resource/Coptophalangium>
insect,<http://dbpedia.org/resource/Epia_domina>
fish,<http://dbpedia.org/resource/Typhlichthys_subterraneus>
mammal,<http://dbpedia.org/resource/Trigonias>
insect,<http://dbpedia.org/resource/Icariotis_subsulcata>
invertebrate,<http://dbpedia.org/resource/Rodionovia>
invertebrate,<http://dbpedia.org/resource/Hentzia>
bird,<http://dbpedia.org/resource/Ostrich>
